Month,Sa2Code,Sa2Name,Ta,Total,House,Apartment,Retirement,Townhouse,Sa3Code,Sa3Name
41275,247501,MÄkara-Ohariu,Wellington City,0,0,0,0,0,55700,Wellington City Rural
41275,247600,Tawa North,Wellington City,0,0,0,0,0,55720,Tawa
41275,247700,Linden,Wellington City,0,0,0,0,0,55720,Tawa
41275,247800,Tawa South,Wellington City,1,0,0,0,1,55720,Tawa
41275,247900,Tawa Central,Wellington City,0,0,0,0,0,55720,Tawa
41275,248000,Grenada North,Wellington City,0,0,0,0,0,55730,Grenada
41275,248101,Churton Park North,Wellington City,1,1,0,0,0,55830,Churton Park-Glenside
41275,248102,Glenside-Churton Park East,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41275,248200,Takapu-Horokiwi,Wellington City,0,0,0,0,0,55710,Woodridge-Horokiwi
41275,248301,Churton Park South,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41275,248400,Johnsonville West,Wellington City,0,0,0,0,0,55740,Johnsonville
41275,248500,Grenada Village,Wellington City,2,2,0,0,0,55730,Grenada
41275,248600,Johnsonville North,Wellington City,0,0,0,0,0,55740,Johnsonville
41275,248701,Paparangi,Wellington City,0,0,0,0,0,55840,Paparangi
41275,248800,Ngaio North,Wellington City,0,0,0,0,0,55770,Ngaio
41275,248900,Johnsonville Central,Wellington City,3,3,0,0,0,55740,Johnsonville
41275,249000,Broadmeadows,Wellington City,0,0,0,0,0,55750,Broadmeadows
41275,249101,Crofton Downs,Wellington City,0,0,0,0,0,55780,Crofton Downs
41275,249200,Johnsonville South,Wellington City,0,0,0,0,0,55740,Johnsonville
41275,249300,Khandallah Reserve,Wellington City,0,0,0,0,0,55760,Khandallah
41275,249401,Karori Park,Wellington City,0,0,0,0,0,55860,Karori
41275,249402,Karori West,Wellington City,0,0,0,0,0,55860,Karori
41275,249501,Newlands North,Wellington City,0,0,0,0,0,55850,Newlands
41275,249600,Ngaio South,Wellington City,0,0,0,0,0,55770,Ngaio
41275,249701,Newlands South,Wellington City,0,0,0,0,0,55850,Newlands
41275,249702,Newlands East,Wellington City,1,1,0,0,0,55850,Newlands
41275,249800,Woodridge,Wellington City,2,2,0,0,0,55710,Woodridge-Horokiwi
41275,249900,Karori North,Wellington City,2,2,0,0,0,55860,Karori
41275,250000,Khandallah North,Wellington City,0,0,0,0,0,55760,Khandallah
41275,250100,Wilton,Wellington City,0,0,0,0,0,55810,Wilton
41275,250200,Khandallah South,Wellington City,0,0,0,0,0,55760,Khandallah
41275,250300,Wadestown,Wellington City,1,1,0,0,0,55800,Wadestown
41275,250401,Karori South,Wellington City,0,0,0,0,0,55860,Karori
41275,250500,Onslow,Wellington City,1,1,0,0,0,55760,Khandallah
41275,250600,Karori East,Wellington City,0,0,0,0,0,55860,Karori
41275,250700,Pipitea-Kaiwharawhara,Wellington City,1,1,0,0,0,55790,Pipitea-Kaiwharawhara
41275,250800,Northland (Wellington City),Wellington City,0,0,0,0,0,55870,Northland (Wellington City)
41275,250901,Thorndon North,Wellington City,0,0,0,0,0,55820,Thorndon
41275,250902,Thorndon South,Wellington City,0,0,0,0,0,55820,Thorndon
41275,251000,Wellington Botanic Gardens,Wellington City,0,0,0,0,0,55880,Kelburn
41275,251100,Kelburn,Wellington City,1,0,0,0,1,55880,Kelburn
41275,251200,Aro Valley,Wellington City,0,0,0,0,0,55910,Aro Valley
41275,251300,Wellington University,Wellington City,0,0,0,0,0,55880,Kelburn
41275,251400,Wellington Central,Wellington City,0,0,0,0,0,55890,Wellington Central
41275,251500,Brooklyn North,Wellington City,1,1,0,0,0,55950,Brooklyn
41275,251601,Dixon Street West,Wellington City,0,0,0,0,0,55900,Te Aro
41275,251602,Dixon Street East,Wellington City,1,0,1,0,0,55900,Te Aro
41275,251700,Vivian West,Wellington City,0,0,0,0,0,55900,Te Aro
41275,251800,Courtenay,Wellington City,0,0,0,0,0,55900,Te Aro
41275,251900,Brooklyn East,Wellington City,0,0,0,0,0,55950,Brooklyn
41275,252001,Mount Cook North,Wellington City,0,0,0,0,0,55960,Mount Cook
41275,252002,Mount Cook South,Wellington City,0,0,0,0,0,55960,Mount Cook
41275,252100,Vivian East,Wellington City,0,0,0,0,0,55900,Te Aro
41275,252200,Brooklyn South,Wellington City,0,0,0,0,0,55950,Brooklyn
41275,252300,Oriental Bay,Wellington City,0,0,0,0,0,55920,Oriental Bay
41275,252400,Mount Cook East,Wellington City,0,0,0,0,0,55960,Mount Cook
41275,252501,Mount Victoria North,Wellington City,0,0,0,0,0,55930,Mount Victoria
41275,252502,Mount Victoria South,Wellington City,0,0,0,0,0,55930,Mount Victoria
41275,252600,Roseneath,Wellington City,0,0,0,0,0,56080,Roseneath
41275,252700,ÅŒwhiro Bay,Wellington City,0,0,0,0,0,56000,Owhiro Bay
41275,252800,Kingston-Mornington-Vogeltown,Wellington City,0,0,0,0,0,55980,Kingston-Mornington-Vogeltown
41275,252900,Newtown North,Wellington City,0,0,0,0,0,55970,Newtown
41275,253000,Newtown West,Wellington City,0,0,0,0,0,55970,Newtown
41275,253101,Hataitai North West,Wellington City,0,0,0,0,0,55940,Hataitai
41275,253102,Hataitai North East,Wellington City,0,0,0,0,0,55940,Hataitai
41275,253200,Evans Bay,Wellington City,0,0,0,0,0,55940,Hataitai
41275,253300,Berhampore,Wellington City,0,0,0,0,0,56010,Berhampore
41275,253400,Hataitai South,Wellington City,0,0,0,0,0,55940,Hataitai
41275,253501,Maupuia,Wellington City,0,0,0,0,0,56070,Maupuia
41275,253600,Newtown South,Wellington City,0,0,0,0,0,55970,Newtown
41275,253700,Kilbirnie Central,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41275,253800,Island Bay West,Wellington City,0,0,0,0,0,56040,Island Bay
41275,253900,Melrose,Wellington City,0,0,0,0,0,56020,Melrose
41275,254000,Island Bay East,Wellington City,0,0,0,0,0,56040,Island Bay
41275,254100,Miramar North,Wellington City,1,1,0,0,0,56100,Miramar
41275,254200,Kilbirnie East,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41275,254300,Lyall Bay,Wellington City,0,0,0,0,0,56030,Lyall Bay
41275,254401,Miramar Central,Wellington City,0,0,0,0,0,56100,Miramar
41275,254500,Southgate,Wellington City,0,0,0,0,0,56060,Southgate
41275,254600,Karaka Bay-Worser Bay,Wellington City,2,0,0,0,2,56090,Karaka Bay-Worser Bay
41275,254700,Houghton Bay,Wellington City,0,0,0,0,0,56050,Houghton Bay
41275,254800,Miramar East,Wellington City,0,0,0,0,0,56100,Miramar
41275,254900,Miramar South,Wellington City,2,0,0,0,2,56100,Miramar
41275,255000,Rongotai,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41275,255100,Strathmore (Wellington City),Wellington City,0,0,0,0,0,56120,Strathmore (Wellington City)
41275,255200,Seatoun,Wellington City,1,1,0,0,0,56110,Seatoun
41306,247501,MÄkara-Ohariu,Wellington City,0,0,0,0,0,55700,Wellington City Rural
41306,247600,Tawa North,Wellington City,1,1,0,0,0,55720,Tawa
41306,247700,Linden,Wellington City,0,0,0,0,0,55720,Tawa
41306,247800,Tawa South,Wellington City,0,0,0,0,0,55720,Tawa
41306,247900,Tawa Central,Wellington City,0,0,0,0,0,55720,Tawa
41306,248000,Grenada North,Wellington City,1,1,0,0,0,55730,Grenada
41306,248101,Churton Park North,Wellington City,2,2,0,0,0,55830,Churton Park-Glenside
41306,248102,Glenside-Churton Park East,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41306,248200,Takapu-Horokiwi,Wellington City,0,0,0,0,0,55710,Woodridge-Horokiwi
41306,248301,Churton Park South,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41306,248400,Johnsonville West,Wellington City,3,1,0,0,2,55740,Johnsonville
41306,248500,Grenada Village,Wellington City,1,1,0,0,0,55730,Grenada
41306,248600,Johnsonville North,Wellington City,1,1,0,0,0,55740,Johnsonville
41306,248701,Paparangi,Wellington City,0,0,0,0,0,55840,Paparangi
41306,248800,Ngaio North,Wellington City,0,0,0,0,0,55770,Ngaio
41306,248900,Johnsonville Central,Wellington City,3,1,0,0,2,55740,Johnsonville
41306,249000,Broadmeadows,Wellington City,0,0,0,0,0,55750,Broadmeadows
41306,249101,Crofton Downs,Wellington City,1,1,0,0,0,55780,Crofton Downs
41306,249200,Johnsonville South,Wellington City,0,0,0,0,0,55740,Johnsonville
41306,249300,Khandallah Reserve,Wellington City,0,0,0,0,0,55760,Khandallah
41306,249401,Karori Park,Wellington City,0,0,0,0,0,55860,Karori
41306,249402,Karori West,Wellington City,0,0,0,0,0,55860,Karori
41306,249501,Newlands North,Wellington City,1,0,0,0,1,55850,Newlands
41306,249600,Ngaio South,Wellington City,0,0,0,0,0,55770,Ngaio
41306,249701,Newlands South,Wellington City,0,0,0,0,0,55850,Newlands
41306,249702,Newlands East,Wellington City,1,1,0,0,0,55850,Newlands
41306,249800,Woodridge,Wellington City,0,0,0,0,0,55710,Woodridge-Horokiwi
41306,249900,Karori North,Wellington City,0,0,0,0,0,55860,Karori
41306,250000,Khandallah North,Wellington City,0,0,0,0,0,55760,Khandallah
41306,250100,Wilton,Wellington City,0,0,0,0,0,55810,Wilton
41306,250200,Khandallah South,Wellington City,0,0,0,0,0,55760,Khandallah
41306,250300,Wadestown,Wellington City,0,0,0,0,0,55800,Wadestown
41306,250401,Karori South,Wellington City,0,0,0,0,0,55860,Karori
41306,250500,Onslow,Wellington City,0,0,0,0,0,55760,Khandallah
41306,250600,Karori East,Wellington City,0,0,0,0,0,55860,Karori
41306,250700,Pipitea-Kaiwharawhara,Wellington City,0,0,0,0,0,55790,Pipitea-Kaiwharawhara
41306,250800,Northland (Wellington City),Wellington City,0,0,0,0,0,55870,Northland (Wellington City)
41306,250901,Thorndon North,Wellington City,0,0,0,0,0,55820,Thorndon
41306,250902,Thorndon South,Wellington City,0,0,0,0,0,55820,Thorndon
41306,251000,Wellington Botanic Gardens,Wellington City,0,0,0,0,0,55880,Kelburn
41306,251100,Kelburn,Wellington City,0,0,0,0,0,55880,Kelburn
41306,251200,Aro Valley,Wellington City,0,0,0,0,0,55910,Aro Valley
41306,251300,Wellington University,Wellington City,0,0,0,0,0,55880,Kelburn
41306,251400,Wellington Central,Wellington City,0,0,0,0,0,55890,Wellington Central
41306,251500,Brooklyn North,Wellington City,0,0,0,0,0,55950,Brooklyn
41306,251601,Dixon Street West,Wellington City,0,0,0,0,0,55900,Te Aro
41306,251602,Dixon Street East,Wellington City,0,0,0,0,0,55900,Te Aro
41306,251700,Vivian West,Wellington City,0,0,0,0,0,55900,Te Aro
41306,251800,Courtenay,Wellington City,0,0,0,0,0,55900,Te Aro
41306,251900,Brooklyn East,Wellington City,0,0,0,0,0,55950,Brooklyn
41306,252001,Mount Cook North,Wellington City,2,0,0,0,2,55960,Mount Cook
41306,252002,Mount Cook South,Wellington City,0,0,0,0,0,55960,Mount Cook
41306,252100,Vivian East,Wellington City,0,0,0,0,0,55900,Te Aro
41306,252200,Brooklyn South,Wellington City,0,0,0,0,0,55950,Brooklyn
41306,252300,Oriental Bay,Wellington City,0,0,0,0,0,55920,Oriental Bay
41306,252400,Mount Cook East,Wellington City,0,0,0,0,0,55960,Mount Cook
41306,252501,Mount Victoria North,Wellington City,0,0,0,0,0,55930,Mount Victoria
41306,252502,Mount Victoria South,Wellington City,0,0,0,0,0,55930,Mount Victoria
41306,252600,Roseneath,Wellington City,0,0,0,0,0,56080,Roseneath
41306,252700,ÅŒwhiro Bay,Wellington City,1,1,0,0,0,56000,Owhiro Bay
41306,252800,Kingston-Mornington-Vogeltown,Wellington City,0,0,0,0,0,55980,Kingston-Mornington-Vogeltown
41306,252900,Newtown North,Wellington City,0,0,0,0,0,55970,Newtown
41306,253000,Newtown West,Wellington City,0,0,0,0,0,55970,Newtown
41306,253101,Hataitai North West,Wellington City,0,0,0,0,0,55940,Hataitai
41306,253102,Hataitai North East,Wellington City,0,0,0,0,0,55940,Hataitai
41306,253200,Evans Bay,Wellington City,0,0,0,0,0,55940,Hataitai
41306,253300,Berhampore,Wellington City,0,0,0,0,0,56010,Berhampore
41306,253400,Hataitai South,Wellington City,0,0,0,0,0,55940,Hataitai
41306,253501,Maupuia,Wellington City,0,0,0,0,0,56070,Maupuia
41306,253600,Newtown South,Wellington City,0,0,0,0,0,55970,Newtown
41306,253700,Kilbirnie Central,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41306,253800,Island Bay West,Wellington City,1,1,0,0,0,56040,Island Bay
41306,253900,Melrose,Wellington City,0,0,0,0,0,56020,Melrose
41306,254000,Island Bay East,Wellington City,0,0,0,0,0,56040,Island Bay
41306,254100,Miramar North,Wellington City,0,0,0,0,0,56100,Miramar
41306,254200,Kilbirnie East,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41306,254300,Lyall Bay,Wellington City,0,0,0,0,0,56030,Lyall Bay
41306,254401,Miramar Central,Wellington City,0,0,0,0,0,56100,Miramar
41306,254500,Southgate,Wellington City,0,0,0,0,0,56060,Southgate
41306,254600,Karaka Bay-Worser Bay,Wellington City,3,3,0,0,0,56090,Karaka Bay-Worser Bay
41306,254700,Houghton Bay,Wellington City,0,0,0,0,0,56050,Houghton Bay
41306,254800,Miramar East,Wellington City,0,0,0,0,0,56100,Miramar
41306,254900,Miramar South,Wellington City,0,0,0,0,0,56100,Miramar
41306,255000,Rongotai,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41306,255100,Strathmore (Wellington City),Wellington City,0,0,0,0,0,56120,Strathmore (Wellington City)
41306,255200,Seatoun,Wellington City,1,1,0,0,0,56110,Seatoun
41334,247501,MÄkara-Ohariu,Wellington City,1,1,0,0,0,55700,Wellington City Rural
41334,247600,Tawa North,Wellington City,0,0,0,0,0,55720,Tawa
41334,247700,Linden,Wellington City,0,0,0,0,0,55720,Tawa
41334,247800,Tawa South,Wellington City,0,0,0,0,0,55720,Tawa
41334,247900,Tawa Central,Wellington City,0,0,0,0,0,55720,Tawa
41334,248000,Grenada North,Wellington City,0,0,0,0,0,55730,Grenada
41334,248101,Churton Park North,Wellington City,2,2,0,0,0,55830,Churton Park-Glenside
41334,248102,Glenside-Churton Park East,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41334,248200,Takapu-Horokiwi,Wellington City,0,0,0,0,0,55710,Woodridge-Horokiwi
41334,248301,Churton Park South,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41334,248400,Johnsonville West,Wellington City,0,0,0,0,0,55740,Johnsonville
41334,248500,Grenada Village,Wellington City,1,1,0,0,0,55730,Grenada
41334,248600,Johnsonville North,Wellington City,1,1,0,0,0,55740,Johnsonville
41334,248701,Paparangi,Wellington City,0,0,0,0,0,55840,Paparangi
41334,248800,Ngaio North,Wellington City,2,2,0,0,0,55770,Ngaio
41334,248900,Johnsonville Central,Wellington City,7,5,0,0,2,55740,Johnsonville
41334,249000,Broadmeadows,Wellington City,0,0,0,0,0,55750,Broadmeadows
41334,249101,Crofton Downs,Wellington City,1,1,0,0,0,55780,Crofton Downs
41334,249200,Johnsonville South,Wellington City,1,1,0,0,0,55740,Johnsonville
41334,249300,Khandallah Reserve,Wellington City,0,0,0,0,0,55760,Khandallah
41334,249401,Karori Park,Wellington City,0,0,0,0,0,55860,Karori
41334,249402,Karori West,Wellington City,0,0,0,0,0,55860,Karori
41334,249501,Newlands North,Wellington City,0,0,0,0,0,55850,Newlands
41334,249600,Ngaio South,Wellington City,0,0,0,0,0,55770,Ngaio
41334,249701,Newlands South,Wellington City,0,0,0,0,0,55850,Newlands
41334,249702,Newlands East,Wellington City,0,0,0,0,0,55850,Newlands
41334,249800,Woodridge,Wellington City,1,1,0,0,0,55710,Woodridge-Horokiwi
41334,249900,Karori North,Wellington City,0,0,0,0,0,55860,Karori
41334,250000,Khandallah North,Wellington City,0,0,0,0,0,55760,Khandallah
41334,250100,Wilton,Wellington City,0,0,0,0,0,55810,Wilton
41334,250200,Khandallah South,Wellington City,0,0,0,0,0,55760,Khandallah
41334,250300,Wadestown,Wellington City,0,0,0,0,0,55800,Wadestown
41334,250401,Karori South,Wellington City,1,1,0,0,0,55860,Karori
41334,250500,Onslow,Wellington City,0,0,0,0,0,55760,Khandallah
41334,250600,Karori East,Wellington City,0,0,0,0,0,55860,Karori
41334,250700,Pipitea-Kaiwharawhara,Wellington City,1,1,0,0,0,55790,Pipitea-Kaiwharawhara
41334,250800,Northland (Wellington City),Wellington City,0,0,0,0,0,55870,Northland (Wellington City)
41334,250901,Thorndon North,Wellington City,0,0,0,0,0,55820,Thorndon
41334,250902,Thorndon South,Wellington City,1,0,1,0,0,55820,Thorndon
41334,251000,Wellington Botanic Gardens,Wellington City,0,0,0,0,0,55880,Kelburn
41334,251100,Kelburn,Wellington City,0,0,0,0,0,55880,Kelburn
41334,251200,Aro Valley,Wellington City,0,0,0,0,0,55910,Aro Valley
41334,251300,Wellington University,Wellington City,0,0,0,0,0,55880,Kelburn
41334,251400,Wellington Central,Wellington City,0,0,0,0,0,55890,Wellington Central
41334,251500,Brooklyn North,Wellington City,0,0,0,0,0,55950,Brooklyn
41334,251601,Dixon Street West,Wellington City,0,0,0,0,0,55900,Te Aro
41334,251602,Dixon Street East,Wellington City,0,0,0,0,0,55900,Te Aro
41334,251700,Vivian West,Wellington City,0,0,0,0,0,55900,Te Aro
41334,251800,Courtenay,Wellington City,0,0,0,0,0,55900,Te Aro
41334,251900,Brooklyn East,Wellington City,0,0,0,0,0,55950,Brooklyn
41334,252001,Mount Cook North,Wellington City,0,0,0,0,0,55960,Mount Cook
41334,252002,Mount Cook South,Wellington City,0,0,0,0,0,55960,Mount Cook
41334,252100,Vivian East,Wellington City,0,0,0,0,0,55900,Te Aro
41334,252200,Brooklyn South,Wellington City,1,0,0,0,1,55950,Brooklyn
41334,252300,Oriental Bay,Wellington City,0,0,0,0,0,55920,Oriental Bay
41334,252400,Mount Cook East,Wellington City,0,0,0,0,0,55960,Mount Cook
41334,252501,Mount Victoria North,Wellington City,0,0,0,0,0,55930,Mount Victoria
41334,252502,Mount Victoria South,Wellington City,0,0,0,0,0,55930,Mount Victoria
41334,252600,Roseneath,Wellington City,0,0,0,0,0,56080,Roseneath
41334,252700,ÅŒwhiro Bay,Wellington City,0,0,0,0,0,56000,Owhiro Bay
41334,252800,Kingston-Mornington-Vogeltown,Wellington City,0,0,0,0,0,55980,Kingston-Mornington-Vogeltown
41334,252900,Newtown North,Wellington City,0,0,0,0,0,55970,Newtown
41334,253000,Newtown West,Wellington City,0,0,0,0,0,55970,Newtown
41334,253101,Hataitai North West,Wellington City,0,0,0,0,0,55940,Hataitai
41334,253102,Hataitai North East,Wellington City,0,0,0,0,0,55940,Hataitai
41334,253200,Evans Bay,Wellington City,1,1,0,0,0,55940,Hataitai
41334,253300,Berhampore,Wellington City,0,0,0,0,0,56010,Berhampore
41334,253400,Hataitai South,Wellington City,0,0,0,0,0,55940,Hataitai
41334,253501,Maupuia,Wellington City,0,0,0,0,0,56070,Maupuia
41334,253600,Newtown South,Wellington City,0,0,0,0,0,55970,Newtown
41334,253700,Kilbirnie Central,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41334,253800,Island Bay West,Wellington City,0,0,0,0,0,56040,Island Bay
41334,253900,Melrose,Wellington City,0,0,0,0,0,56020,Melrose
41334,254000,Island Bay East,Wellington City,0,0,0,0,0,56040,Island Bay
41334,254100,Miramar North,Wellington City,0,0,0,0,0,56100,Miramar
41334,254200,Kilbirnie East,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41334,254300,Lyall Bay,Wellington City,0,0,0,0,0,56030,Lyall Bay
41334,254401,Miramar Central,Wellington City,0,0,0,0,0,56100,Miramar
41334,254500,Southgate,Wellington City,0,0,0,0,0,56060,Southgate
41334,254600,Karaka Bay-Worser Bay,Wellington City,0,0,0,0,0,56090,Karaka Bay-Worser Bay
41334,254700,Houghton Bay,Wellington City,0,0,0,0,0,56050,Houghton Bay
41334,254800,Miramar East,Wellington City,0,0,0,0,0,56100,Miramar
41334,254900,Miramar South,Wellington City,0,0,0,0,0,56100,Miramar
41334,255000,Rongotai,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41334,255100,Strathmore (Wellington City),Wellington City,0,0,0,0,0,56120,Strathmore (Wellington City)
41334,255200,Seatoun,Wellington City,1,1,0,0,0,56110,Seatoun
41365,247501,MÄkara-Ohariu,Wellington City,0,0,0,0,0,55700,Wellington City Rural
41365,247600,Tawa North,Wellington City,2,1,0,0,1,55720,Tawa
41365,247700,Linden,Wellington City,0,0,0,0,0,55720,Tawa
41365,247800,Tawa South,Wellington City,0,0,0,0,0,55720,Tawa
41365,247900,Tawa Central,Wellington City,0,0,0,0,0,55720,Tawa
41365,248000,Grenada North,Wellington City,1,1,0,0,0,55730,Grenada
41365,248101,Churton Park North,Wellington City,2,2,0,0,0,55830,Churton Park-Glenside
41365,248102,Glenside-Churton Park East,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41365,248200,Takapu-Horokiwi,Wellington City,0,0,0,0,0,55710,Woodridge-Horokiwi
41365,248301,Churton Park South,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
41365,248400,Johnsonville West,Wellington City,0,0,0,0,0,55740,Johnsonville
41365,248500,Grenada Village,Wellington City,4,4,0,0,0,55730,Grenada
41365,248600,Johnsonville North,Wellington City,0,0,0,0,0,55740,Johnsonville
41365,248701,Paparangi,Wellington City,0,0,0,0,0,55840,Paparangi
41365,248800,Ngaio North,Wellington City,0,0,0,0,0,55770,Ngaio
41365,248900,Johnsonville Central,Wellington City,1,1,0,0,0,55740,Johnsonville
41365,249000,Broadmeadows,Wellington City,0,0,0,0,0,55750,Broadmeadows
41365,249101,Crofton Downs,Wellington City,0,0,0,0,0,55780,Crofton Downs
41365,249200,Johnsonville South,Wellington City,2,2,0,0,0,55740,Johnsonville
41365,249300,Khandallah Reserve,Wellington City,0,0,0,0,0,55760,Khandallah
41365,249401,Karori Park,Wellington City,0,0,0,0,0,55860,Karori
41365,249402,Karori West,Wellington City,1,1,0,0,0,55860,Karori
41365,249501,Newlands North,Wellington City,0,0,0,0,0,55850,Newlands
41365,249600,Ngaio South,Wellington City,0,0,0,0,0,55770,Ngaio
41365,249701,Newlands South,Wellington City,0,0,0,0,0,55850,Newlands
41365,249702,Newlands East,Wellington City,1,1,0,0,0,55850,Newlands
41365,249800,Woodridge,Wellington City,0,0,0,0,0,55710,Woodridge-Horokiwi
41365,249900,Karori North,Wellington City,0,0,0,0,0,55860,Karori
41365,250000,Khandallah North,Wellington City,0,0,0,0,0,55760,Khandallah
41365,250100,Wilton,Wellington City,0,0,0,0,0,55810,Wilton
41365,250200,Khandallah South,Wellington City,1,1,0,0,0,55760,Khandallah
41365,250300,Wadestown,Wellington City,0,0,0,0,0,55800,Wadestown
41365,250401,Karori South,Wellington City,1,1,0,0,0,55860,Karori
41365,250500,Onslow,Wellington City,0,0,0,0,0,55760,Khandallah
41365,250600,Karori East,Wellington City,0,0,0,0,0,55860,Karori
41365,250700,Pipitea-Kaiwharawhara,Wellington City,1,1,0,0,0,55790,Pipitea-Kaiwharawhara
41365,250800,Northland (Wellington City),Wellington City,0,0,0,0,0,55870,Northland (Wellington City)
41365,250901,Thorndon North,Wellington City,2,0,0,0,2,55820,Thorndon
41365,250902,Thorndon South,Wellington City,0,0,0,0,0,55820,Thorndon
41365,251000,Wellington Botanic Gardens,Wellington City,0,0,0,0,0,55880,Kelburn
41365,251100,Kelburn,Wellington City,0,0,0,0,0,55880,Kelburn
41365,251200,Aro Valley,Wellington City,0,0,0,0,0,55910,Aro Valley
41365,251300,Wellington University,Wellington City,0,0,0,0,0,55880,Kelburn
41365,251400,Wellington Central,Wellington City,0,0,0,0,0,55890,Wellington Central
41365,251500,Brooklyn North,Wellington City,0,0,0,0,0,55950,Brooklyn
41365,251601,Dixon Street West,Wellington City,0,0,0,0,0,55900,Te Aro
41365,251602,Dixon Street East,Wellington City,82,0,82,0,0,55900,Te Aro
41365,251700,Vivian West,Wellington City,0,0,0,0,0,55900,Te Aro
41365,251800,Courtenay,Wellington City,0,0,0,0,0,55900,Te Aro
41365,251900,Brooklyn East,Wellington City,0,0,0,0,0,55950,Brooklyn
41365,252001,Mount Cook North,Wellington City,5,0,0,0,5,55960,Mount Cook
41365,252002,Mount Cook South,Wellington City,0,0,0,0,0,55960,Mount Cook
41365,252100,Vivian East,Wellington City,0,0,0,0,0,55900,Te Aro
41365,252200,Brooklyn South,Wellington City,1,1,0,0,0,55950,Brooklyn
41365,252300,Oriental Bay,Wellington City,0,0,0,0,0,55920,Oriental Bay
41365,252400,Mount Cook East,Wellington City,0,0,0,0,0,55960,Mount Cook
41365,252501,Mount Victoria North,Wellington City,0,0,0,0,0,55930,Mount Victoria
41365,252502,Mount Victoria South,Wellington City,0,0,0,0,0,55930,Mount Victoria
41365,252600,Roseneath,Wellington City,0,0,0,0,0,56080,Roseneath
41365,252700,ÅŒwhiro Bay,Wellington City,4,1,0,0,3,56000,Owhiro Bay
41365,252800,Kingston-Mornington-Vogeltown,Wellington City,0,0,0,0,0,55980,Kingston-Mornington-Vogeltown
41365,252900,Newtown North,Wellington City,0,0,0,0,0,55970,Newtown
41365,253000,Newtown West,Wellington City,0,0,0,0,0,55970,Newtown
41365,253101,Hataitai North West,Wellington City,0,0,0,0,0,55940,Hataitai
41365,253102,Hataitai North East,Wellington City,0,0,0,0,0,55940,Hataitai
41365,253200,Evans Bay,Wellington City,0,0,0,0,0,55940,Hataitai
41365,253300,Berhampore,Wellington City,1,1,0,0,0,56010,Berhampore
41365,253400,Hataitai South,Wellington City,0,0,0,0,0,55940,Hataitai
41365,253501,Maupuia,Wellington City,0,0,0,0,0,56070,Maupuia
41365,253600,Newtown South,Wellington City,0,0,0,0,0,55970,Newtown
41365,253700,Kilbirnie Central,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41365,253800,Island Bay West,Wellington City,0,0,0,0,0,56040,Island Bay
41365,253900,Melrose,Wellington City,0,0,0,0,0,56020,Melrose
41365,254000,Island Bay East,Wellington City,1,1,0,0,0,56040,Island Bay
41365,254100,Miramar North,Wellington City,0,0,0,0,0,56100,Miramar
41365,254200,Kilbirnie East,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41365,254300,Lyall Bay,Wellington City,0,0,0,0,0,56030,Lyall Bay
41365,254401,Miramar Central,Wellington City,0,0,0,0,0,56100,Miramar
41365,254500,Southgate,Wellington City,0,0,0,0,0,56060,Southgate
41365,254600,Karaka Bay-Worser Bay,Wellington City,0,0,0,0,0,56090,Karaka Bay-Worser Bay
41365,254700,Houghton Bay,Wellington City,0,0,0,0,0,56050,Houghton Bay
41365,254800,Miramar East,Wellington City,0,0,0,0,0,56100,Miramar
41365,254900,Miramar South,Wellington City,0,0,0,0,0,56100,Miramar
41365,255000,Rongotai,Wellington City,0,0,0,0,0,55990,Kilbirnie-Rongotai
41365,255100,Strathmore (Wellington City),Wellington City,2,2,0,0,0,56120,Strathmore (Wellington City)
41365,255200,Seatoun,Wellington City,0,0,0,0,0,56110,Seatoun
41395,247501,MÄkara-Ohariu,Wellington City,0,0,0,0,0,55700,Wellington City Rural
41395,247600,Tawa North,Wellington City,1,1,0,0,0,55720,Tawa
41395,247700,Linden,Wellington City,0,0,0,0,0,55720,Tawa
41395,247800,Tawa South,Wellington City,0,0,0,0,0,55720,Tawa
41395,247900,Tawa Central,Wellington City,1,1,0,0,0,55720,Tawa
41395,248000,Grenada North,Wellington City,2,0,0,0,2,55730,Grenada
41395,248101,Churton Park North,Wellington City,0,0,0,0,0,55830,Churton Park-Glenside
